pl_hostname,pl_letter,pl_disc,ra,dec,pl_trandep,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranflag,pl_trandur,pl_pnum,pl_k2flag,pl_kepflag,pl_facility,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,st_optmag,st_j,st_h,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_eqt,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eccen,pl_eccenerr1,pl_eccenerr2,pl_density,pl_rade,pl_bmasse
Kepler-17,b,2011,298.39527400000003,47.815006,0.016437466466358644,2455185.678035,2.3e-05,-2.6000000000000002e-05,1,0.09485,1,0,1,Kepler,87.2,0.15,-0.15,,1.16,0.06,-0.06,1.05,0.03,-0.03,5781.0,85.0,-85.0,14.140999999999998,12.992,12.67,0.025910000000000002,0.00037,-0.00036,1.31,0.02,-0.02,2.45,0.11,-0.11,1570.0,1.4857108,2e-07,-2e-07,0.011,,,1.3515442857901392,14.683764757529673,778.6795961569533
Kepler-33,d,2011,289.077548,46.005221999999996,0.08313999999999999,2455022.6342,0.0018,-0.0018,1,0.3338,5,0,1,Kepler,88.71,0.61,-0.48,,1.29,0.06,-0.12,1.82,0.14,-0.18,5904.0,47.0,-47.0,13.988,12.870999999999999,12.62,0.1662,0.0035,-0.0035,0.47700000000000004,0.044000000000000004,-0.044000000000000004,0.0123,0.00588,-0.00566,942.1061327791575,21.77596,0.00011,-0.00011,0.0,,,0.14054909633211346,5.346683808657751,3.9092894011145
Kepler-33,e,2011,289.077548,46.005221999999996,0.0467,2454968.8715,0.0048,-0.0048,1,0.3708,5,0,1,Kepler,88.94,0.45,-0.35,,1.29,0.06,-0.12,1.82,0.14,-0.18,5904.0,47.0,-47.0,13.988,12.870999999999999,12.62,0.2138,0.0045,-0.0045,0.359,0.034,-0.034,0.01753,0.00365,-0.00337,830.6374164176264,31.7844,0.00039,-0.00039,0.0,,,0.4698688492311597,4.024024082406986,5.571531967604649
Kepler-33,f,2011,289.077548,46.005221999999996,0.0579,2455005.5763,0.004,-0.004,1,0.4113,5,0,1,Kepler,89.17,0.33,-0.42,,1.29,0.06,-0.12,1.82,0.14,-0.18,5904.0,47.0,-47.0,13.988,12.870999999999999,12.62,0.2535,0.0054,-0.0054,0.39799999999999996,0.037000000000000005,-0.037000000000000005,0.03036,0.00579,-0.005220000000000001,762.8275312398196,41.02902,0.00042,-0.00042,0.0,,,0.5972148997978134,4.461174330913595,9.649270424214327
Kepler-35,b,2011,294.49697799999996,46.689762,0.005275446169733179,2454965.85,,,1,,1,0,1,Kepler,90.76,0.12,-0.09,,0.89,0.01,-0.01,1.03,0.0,-0.0,5606.0,150.0,-150.0,15.725999999999999,14.425,14.036,0.60347,0.00101,-0.00103,0.728,0.013999999999999999,-0.013999999999999999,0.127,0.02,-0.02,353.1645968604987,131.458,0.077,-0.105,0.042,0.007,-0.004,0.4082137849832676,8.160137972123358,40.3642076375237
Kepler-36,b,2012,291.25019100000003,49.231827,7.03070635917428e-05,2454960.9753,0.0055,-0.0058,1,0.2825,2,0,1,Kepler,90.01,0.69,-0.71,,1.07,0.04,-0.04,1.63,0.02,-0.02,5911.0,66.0,-66.0,11.866,11.124,10.85,0.1153,0.0015,-0.0015,0.133,0.003,-0.003,0.014,0.001,-0.001,978.0,13.83989,0.00082,-0.0006,0.039,,,7.379912218832955,1.4907944372148445,4.449597692325447
Kepler-36,c,2012,291.25019100000003,49.231827,0.00042760558140392637,2454955.9132,0.0011,-0.001,1,0.3101,2,0,1,Kepler,89.98,0.54,-0.53,,1.07,0.04,-0.04,1.63,0.02,-0.02,5911.0,66.0,-66.0,11.866,11.124,10.85,0.1283,0.0016,-0.0016,0.32799999999999996,0.005,-0.005,0.025,0.002,-0.001,928.0,16.23855,0.00038,-0.00054,0.033,,,0.8786108475092678,3.676545679747887,7.94571016486687
Kepler-37,b,2013,284.05966,44.518131,0.0012,,,,1,,4,0,1,Kepler,88.63,0.41,-0.41,,0.87,0.15,-0.15,0.79,0.03,-0.03,5417.0,75.0,-75.0,9.705,8.356,8.0,0.1003,0.0008,-0.0011,0.03,0.0,0.0,0.01,0.01,-0.01,733.0864841750933,13.36731,7.1e-05,-7.1e-05,0.0,,,459.31890324810865,0.3362694219281604,3.178284065946748
Kepler-37,c,2013,284.05966,44.518131,7.595673870288238e-05,2455024.83685,,,1,,4,0,1,Kepler,,,,,0.87,0.15,-0.15,0.79,0.03,-0.03,5417.0,75.0,-75.0,9.705,8.356,8.0,0.1368,0.0011,-0.0014,0.067,0.003,-0.003,0.03776,,,627.7151786532847,21.302,,,0.09,0.18,-0.09,155.69894177126568,0.7510017089728916,12.001200633014921
Kepler-1322,b,2016,293.204521,45.435402,0.0002893059499884017,2454965.12398,0.00183,-0.00183,1,0.067696,1,0,1,Kepler,,,,,0.9,0.05,-0.06,0.87,0.11,-0.07,5488.0,151.55,-103.39,15.81,14.572000000000001,14.167,,,,0.14400000000000002,0.018000000000000002,-0.012,0.0101,,,,0.96286738,2.04e-06,-2.04e-06,,,,4.194806968682993,1.6140932252551703,3.2100669066062153
Kepler-1323,b,2016,292.872284,46.098884999999996,9.96535173451404e-05,2454965.250751,0.000712,-0.000712,1,0.072617,1,0,1,Kepler,,,,,1.18,0.11,-0.06,1.4,0.3,-0.21,6169.0,74.24,-59.83,12.41,11.387,11.147,,,,0.136,0.028999999999999998,-0.021,0.0092,,,,0.92990668,7.5e-07,-7.5e-07,,,,4.535750796946166,1.5244213794076606,2.924021340671008
Kepler-1324,b,2016,291.18497,40.311214,0.0003611542279559646,2454967.1194599997,0.0017699999999999999,-0.0017699999999999999,1,0.057710000000000004,1,0,1,Kepler,,,,,0.78,0.03,-0.04,0.73,0.02,-0.03,4776.0,54.15,-70.56,15.140999999999998,13.472000000000001,12.944,,,,0.135,0.006999999999999999,-0.008,0.00909,,,,4.11584468,8.55e-06,-8.55e-06,,,,4.581847824993478,1.513212398676722,2.889060215945594
Kepler-1326,b,2016,296.222144,39.268958000000005,0.00048527738613927875,2454964.6238,0.00271,-0.00271,1,0.31815,1,0,1,Kepler,,,,,1.45,0.21,-0.16,1.74,0.63,-0.32,6725.0,280.9,-196.41,12.852,11.952,11.732999999999999,,,,0.373,0.135,-0.068,0.0512,,,,42.3514267,0.0001372,-0.0001372,,,,1.2235495140134003,4.180949812640128,16.27281441764735
Kepler-1327,b,2016,289.064869,50.460976,0.00025801692157811137,2454974.93758,0.00446,-0.00446,1,0.21091999999999997,1,0,1,Kepler,,,,,1.02,0.07,-0.07,1.03,0.25,-0.11,5885.0,115.84,-121.67,13.914000000000001,12.788,12.468,,,,0.161,0.052000000000000005,-0.018000000000000002,0.0123,,,,14.88801098,8.768e-05,-8.768e-05,,,,3.6551530502905725,1.8046458976811277,3.9092894011145
Kepler-1328,b,2016,284.675388,44.417770000000004,8.155282369693888e-05,2454966.21655,0.00389,-0.00389,1,0.145404,1,0,1,Kepler,,,,,1.0,0.06,-0.06,0.99,0.2,-0.09,5780.0,91.61,-90.02,13.835999999999999,12.695,12.347999999999999,,,,0.087,0.018000000000000002,-0.008,0.0028399999999999996,,,,4.52158888,2.184e-05,-2.184e-05,,,,5.34858208710742,0.9751813235916651,0.9026326747288763
Kepler-403,d,2016,289.92146099999997,46.74456,9.628863866109666e-05,2454977.17209,0.00448,-0.00448,1,0.31283,3,0,1,Kepler,,,,,,,,1.33,0.24,-0.24,6090.0,100.0,-100.0,12.805,11.83,11.575,,,,0.127,0.027000000000000003,-0.017,0.008190000000000001,,,,13.61159129,8.288e-05,-8.288e-05,,,,4.958505761630237,1.4235405528292124,2.603014650010387
Kepler-1329,b,2016,281.647742,48.271046000000005,0.0008347879376465074,2454973.68079,0.0028,-0.0028,1,0.094321,1,0,1,Kepler,,,,,0.72,0.02,-0.02,0.69,0.02,-0.02,4500.0,38.73,-38.83,15.911,14.168,13.499,,,,0.19399999999999998,0.005,-0.013999999999999999,0.0168,,,,9.33646594,3.106e-05,-3.106e-05,,,,2.853528242225614,2.1745422618021037,5.339517230790536
Kepler-1331,b,2016,297.07378900000003,41.22448,0.0001959875177235769,2454964.5051,0.00134,-0.00134,1,0.037717,1,0,1,Kepler,,,,,0.72,0.05,-0.05,0.69,0.05,-0.04,4508.0,243.21,-204.59,15.030999999999999,13.084000000000001,12.419,,,,0.094,0.008,-0.006999999999999999,0.00364,,,,0.78916165,1.21e-06,-1.21e-06,,,,5.4349544189659476,1.053644188708236,1.1568954000046163
Kepler-1332,b,2016,291.02859,43.913672999999996,0.00019404637280556725,2454973.21371,0.00257,-0.00257,1,0.082925,1,0,1,Kepler,,,,,0.95,0.03,-0.04,0.9,0.04,-0.03,5581.0,83.36,-69.91,13.755999999999998,12.568,12.203,,,,0.122,0.008,-0.004,0.00771,,,,11.87456832,3.749e-05,-3.749e-05,,,,5.265661888503817,1.367495649174519,2.4504570148449427
Kepler-1333,b,2016,293.527561,41.111437,0.0007860364307727451,2455023.67583,0.00541,-0.00541,1,0.26033,1,0,1,Kepler,,,,,0.94,0.06,-0.06,0.92,0.13,-0.08,5628.0,142.84,-162.16,15.162,13.886,13.520999999999999,,,,0.251,0.036000000000000004,-0.022000000000000002,0.0261,,,,109.6471842,0.0007077,-0.0007077,,,,2.046903771520115,2.8134541634656087,8.295321412121012
Kepler-1334,b,2016,289.31147999999996,51.320865999999995,0.0005306992047966053,2454979.04844,0.00349,-0.00349,1,0.16717,1,0,1,Kepler,,,,,0.94,0.04,-0.05,0.91,0.12,-0.06,5614.0,91.79,-87.5,15.241,14.052,13.671,,,,0.204,0.027999999999999997,-0.016,0.0184,,,,15.64591713,7.265e-05,-7.265e-05,,,,2.6878523241162475,2.2866320691114908,5.848042681342016
Kepler-1336,b,2016,296.277711,46.899857,0.00019576304641641908,2454975.6202,0.00925,-0.00925,1,0.40537,2,0,1,Kepler,,,,,0.94,0.05,-0.04,1.3,0.19,-0.26,5512.0,86.32,-66.78,14.056,12.819,12.423,,,,0.177,0.027000000000000003,-0.036000000000000004,0.0144,,,,23.198681,0.0002546,-0.0002546,,,,3.2204812599013364,1.9839895893761463,4.576729054963317
Kepler-1336,c,2016,296.277711,46.899857,0.00014627396832206436,2454970.16681,0.00358,-0.00358,1,0.10096000000000001,2,0,1,Kepler,,,,,0.94,0.05,-0.04,1.3,0.19,-0.26,5512.0,86.32,-66.78,14.056,12.819,12.423,,,,0.153,0.024,-0.031,0.0112,,,,5.77721211,2.788e-05,-2.788e-05,,,,3.8781250924446993,1.714974051833618,3.5596781538603577
Kepler-1337,b,2016,287.009098,46.796101,0.0010874222153030963,2454968.6293900004,0.00349,-0.00349,1,0.11979000000000001,1,0,1,Kepler,,,,,0.7,0.04,-0.05,0.67,0.03,-0.05,4523.0,51.15,-50.38,15.857999999999999,14.095,13.497,,,,0.215,0.009000000000000001,-0.039,0.0201,,,,24.4002549,0.0001089,-0.0001089,,,,2.508180349330233,2.4099308571518163,6.3883509725529635
Kepler-1339,b,2016,283.745794,48.373394,4.8460298895486636e-05,2454965.7388,0.00236,-0.00236,1,0.070871,1,0,1,Kepler,,,,,0.94,0.03,-0.04,0.93,0.06,-0.05,5586.0,51.01,-56.05,12.299000000000001,11.026,10.697000000000001,,,,0.063,0.005,-0.004,0.0009,,,,1.34155513,3.7e-06,-3.7e-06,,,,4.463740556347023,0.7061657860491369,0.2860455659352073
Kepler-1340,b,2016,296.232807,42.47279,9.973609742640816e-05,2454964.6576799997,0.00206,-0.00206,1,0.072433,1,0,1,Kepler,,,,,1.27,0.2,-0.14,1.42,0.64,-0.25,6331.0,166.81,-219.14,14.758,13.562999999999999,13.279000000000002,,,,0.138,0.062,-0.024,0.00951,,,,0.66502692,1.6e-06,-1.6e-06,,,,4.487674416340831,1.546839340869538,3.022548146715357
Kepler-1341,b,2016,280.511769,44.159351,0.0014522066345295371,2455091.38598,0.00548,-0.00548,1,0.31121,1,0,1,Kepler,,,,,0.79,0.02,-0.03,0.72,0.02,-0.02,4662.0,43.09,-46.26,15.027999999999999,13.285,12.782,,,,0.267,0.037000000000000005,-0.033,0.029,,,,132.9968322,0.0009243,-0.0009243,,,,1.8894799904953483,2.992797855160628,9.21702379124557
Kepler-1342,b,2016,297.020069,43.432549,0.0002855678413016089,2454964.82215,0.00307,-0.00307,1,0.07881200000000001,1,0,1,Kepler,,,,,0.93,0.05,-0.06,0.9,0.11,-0.06,5527.0,128.51,-178.84,15.392000000000001,13.970999999999998,13.538,,,,0.14800000000000002,0.02,-0.012,0.0107,,,,2.21571036,8.12e-06,-8.12e-06,,,,4.0933295889550765,1.658929148178925,3.4007639505630203
Kepler-1344,b,2016,287.086297,46.945816,0.0002224342683906516,2454967.8621,0.004529999999999999,-0.004529999999999999,1,0.135488,1,0,1,Kepler,,,,,1.09,0.09,-0.07,1.13,0.31,-0.12,5981.0,78.95,-91.31,14.083,12.960999999999999,12.714,,,,0.16399999999999998,0.045,-0.018000000000000002,0.0127,,,,4.7683049,1.895e-05,-1.895e-05,,,,3.5706744842776637,1.8382728398739434,4.0364207637523695
Kepler-1345,b,2016,292.477965,46.022835,0.00019569169769849995,2454997.44482,0.00577,-0.00577,1,0.318,1,0,1,Kepler,,,,,1.32,0.22,-0.14,1.55,0.69,-0.3,6449.0,123.48,-141.28,13.790999999999999,12.802,12.575,,,,0.21100000000000002,0.095,-0.040999999999999995,0.0194,,,,44.6169557,0.0003329,-0.0003329,,,,2.5611348595317467,2.365094934228062,6.165871087936691
Kepler-1346,b,2016,291.841308,45.179176,0.0001433964405938383,2454965.06095,0.0028699999999999997,-0.0028699999999999997,1,0.074767,1,0,1,Kepler,,,,,1.14,0.15,-0.08,1.21,0.43,-0.15,6133.0,118.39,-160.7,14.497,13.392000000000001,13.093,,,,0.141,0.05,-0.019,0.00982,,,,3.40165668,1.161e-05,-1.161e-05,,,,4.344424289315882,1.580466283062354,3.121074952759707
Kepler-1347,b,2016,299.659605,40.843853,0.00014321627007823491,2454965.9720799997,0.00391,-0.00391,1,0.14188,1,0,1,Kepler,,,,,0.82,0.04,-0.04,0.79,0.03,-0.03,5193.0,74.46,-55.99,13.38,12.027999999999999,11.55,,,,0.092,0.005,-0.004,0.0034,,,,14.00947528,7.001e-05,-7.001e-05,,,,5.414938373029554,1.0312262272463586,1.0806165824218943
Kepler-1349,b,2016,286.338369,48.744099,2.4776178793014547e-05,2454965.4706200003,0.004379999999999999,-0.004379999999999999,1,0.13771,1,0,1,Kepler,,,,,1.16,0.41,-0.08,1.28,1.15,-0.19,6086.0,98.49,-194.89,11.126,10.072000000000001,9.818,,,,0.062,0.055999999999999994,-0.01,0.00085,,,,2.12823928,1.057e-05,-1.057e-05,,,,4.423050933815621,0.6949568053181981,0.2701541456054736
Kepler-1350,b,2016,288.250582,46.679602,0.0019031989248618868,2454967.20635,0.00315,-0.00315,1,0.074433,2,0,1,Kepler,,,,,0.55,0.03,-0.05,0.53,0.03,-0.05,3827.0,45.42,-59.63,16.283,13.989,13.338,,,,0.225,0.013999999999999999,-0.022000000000000002,0.0217,,,,4.4968604,1.273e-05,-1.273e-05,,,,2.36260034381842,2.5220206644612033,6.896876423104443
Kepler-1350,c,2016,288.250582,46.679602,0.0008915805570770275,2454966.08323,0.00475,-0.00475,1,0.055812,2,0,1,Kepler,,,,,0.55,0.03,-0.05,0.53,0.03,-0.05,3827.0,45.42,-59.63,16.283,13.989,13.338,,,,0.154,0.011000000000000001,-0.016,0.0115,,,,1.76678906,7.12e-06,-7.12e-06,,,,3.9049345682168037,1.7261830325645569,3.65502667583876
Kepler-1227,b,2016,287.066378,41.874908000000005,0.0004869495972211291,2454999.51295,0.0050100000000000006,-0.0050100000000000006,1,0.17267000000000002,1,0,1,Kepler,,,,,0.97,0.06,-0.07,0.95,0.15,-0.08,5747.0,108.41,-151.11,14.183,12.963,12.636,,,,0.204,0.046,-0.021,0.0184,,,,94.2887577,0.0005873,-0.0005873,,,,2.6878523241162475,2.2866320691114908,5.848042681342016
Kepler-1228,b,2016,296.553083,46.96629,0.00036195000046402545,2454965.425551,0.000545,-0.000545,1,0.045679000000000004,1,0,1,Kepler,,,,,0.78,0.05,-0.06,0.74,0.05,-0.07,5063.0,94.76,-81.19,14.859000000000002,13.383,12.877,,,,0.13699999999999998,0.01,-0.012,0.0094,,,,0.57736958,4.1e-07,-4.1e-07,,,,4.533610812843278,1.535630360138599,2.987587021989943
Kepler-1216,b,2016,287.405321,45.918007,0.00016906826878165362,2454964.92397,0.00381,-0.00381,1,0.11746,1,0,1,Kepler,,,,,0.99,0.04,-0.05,0.98,0.15,-0.07,5743.0,73.65,-77.97,15.133,13.97,13.642999999999999,,,,0.124,0.02,-0.01,0.0079,,,,4.37034536,1.993e-05,-1.993e-05,,,,5.138544467226972,1.3899136106363963,2.510844412097931
Kepler-1217,b,2016,289.186676,50.937557,0.00028685563151200727,2454965.31867,0.00299,-0.00299,1,0.07157999999999999,1,0,1,Kepler,,,,,1.06,0.07,-0.06,1.08,0.26,-0.1,5905.0,82.88,-103.67,15.298,14.120999999999999,13.834000000000001,,,,0.17800000000000002,0.043,-0.017,0.0145,,,,2.03232507,6.46e-06,-6.46e-06,,,,3.188497483960899,1.9951985701070853,4.608511895622785
Kepler-1218,b,2016,291.578982,44.531715000000005,0.00014298993069031892,2454966.6665,0.0078,-0.0078,1,0.34421,1,0,1,Kepler,,,,,1.06,0.05,-0.05,1.1,0.11,-0.09,5986.0,91.33,-76.59,13.578,12.501,12.227,,,,0.128,0.013000000000000001,-0.012,0.00839,,,,22.9221266,0.0002337,-0.0002337,,,,4.961467321052268,1.4347495335601512,2.6665803313293215
Kepler-1219,b,2016,297.215809,47.378515,0.00010022845483907896,2454968.0157,0.0047799999999999995,-0.0047799999999999995,1,0.23362,1,0,1,Kepler,,,,,1.25,0.14,-0.12,1.94,0.5,-0.4,5944.0,91.26,-81.66,12.249,11.136,10.845999999999998,,,,0.18899999999999997,0.05,-0.04,0.0162,,,,16.10467749,8.828e-05,-8.828e-05,,,,2.9758270375646836,2.1184973581474105,5.148820186833731
Kepler-1220,b,2016,297.07036899999997,42.977740999999995,0.00019928669931279988,2454966.09871,0.0049700000000000005,-0.0049700000000000005,1,0.11867,1,0,1,Kepler,,,,,1.0,0.12,-0.08,0.99,0.21,-0.12,5842.0,246.43,-266.34,14.985,13.706,13.345,,,,0.136,0.028999999999999998,-0.017,0.0092,,,,7.42693741,4.187e-05,-4.187e-05,,,,4.535750796946166,1.5244213794076606,2.924021340671008
Kepler-1221,b,2016,285.82234900000003,45.711890999999994,0.0004432632693735889,2454975.04145,0.0035399999999999997,-0.0035399999999999997,1,0.14304,1,0,1,Kepler,,,,,0.87,0.04,-0.04,0.82,0.05,-0.03,5194.0,45.8,-51.51,15.562999999999999,14.117,13.735,,,,0.168,0.027000000000000003,-0.013999999999999999,0.0132,,,,12.00096042,5.761e-05,-5.761e-05,,,,3.452424336549651,1.8831087627976986,4.195334967049707
Kepler-1222,b,2016,294.889655,49.379768,8.085129728917131e-05,2454965.46704,0.00248,-0.00248,1,0.060953999999999994,1,0,1,Kepler,,,,,0.84,0.04,-0.05,0.8,0.05,-0.05,5239.0,71.0,-82.33,14.1,12.704,12.264000000000001,,,,0.07,0.005,-0.005,0.00131,,,,1.91694425,6.11e-06,-6.11e-06,,,,4.736475104339824,0.7846286511657077,0.416355212639024
Kepler-1223,b,2016,285.29575,44.552753,0.0002230495522464553,2454966.79243,0.0046700000000000005,-0.0046700000000000005,1,0.166,1,0,1,Kepler,,,,,0.8,0.03,-0.04,0.75,0.03,-0.03,4870.0,49.87,-52.19,14.61,13.055,12.561,,,,0.109,0.005,-0.006999999999999999,0.00624,,,,16.301259,0.000103,-0.000103,,,,5.97562284854172,1.2217788996723162,1.9832492571507707
Kepler-1225,b,2016,290.63329100000004,40.136994,0.00019570728538375557,2454971.40066,0.00346,-0.00346,1,0.089675,1,0,1,Kepler,,,,,1.13,0.14,-0.09,1.19,0.4,-0.15,6140.0,133.4,-147.7,14.689,13.664000000000001,13.373,,,,0.162,0.054000000000000006,-0.021,0.0125,,,,7.01075434,2.753e-05,-2.753e-05,,,,3.646221543083726,1.8158548784120663,3.972855082433435
Kepler-1226,b,2016,296.376909,50.621468,0.00016890790050157783,2454968.74985,0.00556,-0.00556,1,0.28017,1,0,1,Kepler,,,,,1.02,0.08,-0.07,1.02,0.18,-0.1,5923.0,147.56,-124.19,14.15,13.068,12.741,,,,0.129,0.023,-0.013000000000000001,0.008490000000000001,,,,17.2923453,0.0001187,-0.0001187,,,,4.9047473663657835,1.4459585142910898,2.6983631719887895
Kepler-1230,b,2016,283.2645,41.711449,0.0005302175610361443,2454969.59034,0.00463,-0.00463,1,0.1196,1,0,1,Kepler,,,,,1.06,0.08,-0.06,1.08,0.19,-0.1,5961.0,134.01,-116.25,15.309000000000001,14.232000000000001,13.875,,,,0.242,0.044000000000000004,-0.026000000000000002,0.0245,,,,9.95661537,4.469e-05,-4.469e-05,,,,2.143868137327927,2.7125733368871607,7.786795961569533
Kepler-1231,b,2016,288.588357,42.605659,0.00017032497292761393,2454970.4591099997,0.00509,-0.00509,1,0.17446,1,0,1,Kepler,,,,,1.01,0.06,-0.05,1.0,0.2,-0.08,5778.0,80.33,-107.4,14.745999999999999,13.55,13.238,,,,0.127,0.027000000000000003,-0.011000000000000001,0.008190000000000001,,,,10.41725184,6.556e-05,-6.556e-05,,,,4.958505761630237,1.4235405528292124,2.603014650010387
Kepler-1232,b,2016,296.550043,49.102321999999994,0.0003944098633603313,2454973.75391,0.00557,-0.00557,1,0.18821,1,0,1,Kepler,,,,,0.92,0.04,-0.04,0.89,0.11,-0.05,5471.0,75.31,-111.9,14.802999999999999,13.450999999999999,13.087,,,,0.172,0.021,-0.013999999999999999,0.0138,,,,26.7839183,0.0001786,-0.0001786,,,,3.363348182987137,1.9279446857214528,4.386032011006512
Kepler-1233,b,2016,297.375101,46.662216,0.0003637699584244385,2454998.4167,0.0101,-0.0101,1,0.27629000000000004,1,0,1,Kepler,,,,,1.16,0.18,-0.1,1.25,0.52,-0.18,6198.0,139.13,-168.47,14.689,13.594000000000001,13.315999999999999,,,,0.23199999999999998,0.096,-0.035,0.0229,,,,45.1263042,0.0005171,-0.0005171,,,,2.274309738431529,2.6004835295777737,7.278270511018053
Kepler-1235,b,2016,284.903015,43.953959999999995,6.388250650008597e-05,2454965.27378,0.00466,-0.00466,1,0.10895999999999999,1,0,1,Kepler,,,,,0.93,0.04,-0.05,0.9,0.12,-0.06,5541.0,78.94,-83.29,13.889000000000001,12.630999999999998,12.273,,,,0.07,0.011000000000000001,-0.005,0.00131,,,,4.16055856,2.789e-05,-2.789e-05,,,,4.736475104339824,0.7846286511657077,0.416355212639024
Kepler-1236,b,2016,295.624706,42.545898,0.000572941019345872,2454980.5629,0.00674,-0.00674,1,0.14171,1,0,1,Kepler,,,,,0.86,0.05,-0.05,0.82,0.07,-0.05,5337.0,155.96,-154.2,15.956,14.550999999999998,14.097999999999999,,,,0.191,0.016,-0.02,0.0164,,,,31.0571618,0.0002508,-0.0002508,,,,2.9189175625992863,2.140915319609288,5.212385868152667
Kepler-1237,b,2016,295.62926600000003,44.69062,0.0008477469357485899,2454983.15332,0.0070599999999999994,-0.0070599999999999994,1,0.23813,1,0,1,Kepler,,,,,0.94,0.04,-0.04,0.9,0.12,-0.06,5472.0,73.56,-109.1,15.758,14.325999999999999,13.97,,,,0.255,0.035,-0.019,0.0269,,,,84.5733226,0.000648,-0.000648,,,,2.011915896173275,2.8582900863893634,8.549584137396751
Kepler-1239,b,2016,293.127381,42.320103,0.00028738964109245943,2454968.21466,0.00436,-0.00436,1,0.17783,1,0,1,Kepler,,,,,1.4,0.08,-0.09,1.57,0.2,-0.16,6564.0,153.47,-198.42,15.437999999999999,14.34,14.122,,,,0.259,0.033,-0.027999999999999997,0.0275,,,,5.19104016,2.643e-05,-2.643e-05,,,,1.9629601581866807,2.9031260093131186,8.740281181353557
Kepler-1240,b,2016,282.999715,40.55745,0.00012156340886349467,2454967.01713,0.00406,-0.00406,1,0.09296,1,0,1,Kepler,,,,,0.98,0.05,-0.05,0.96,0.16,-0.08,5682.0,103.27,-116.7,13.987,12.759,12.414000000000001,,,,0.10300000000000001,0.018000000000000002,-0.009000000000000001,0.00505,,,,4.8663815,2.513e-05,-2.513e-05,,,,5.731361305969343,1.1545250152866842,1.6050334533031076
